fid,gid,PROVINCIA,DEPARTAMENTO,JUL2020_median,AGO2020_median,SEP2020_median,OCT2020_median,NOV2020_median,DIC2020_median,ENE2021_median,FEB2021_median,MAR2021_median,ABR2021_median,MAY2021_median,JUN2021_median,JUL2021_median,AGO2021_median,SEP2021_median,OCT2021_median,NOV2021_median,DIC2021_median,ENE2022_median,FEB2022_median,MAR2022_median,ABR2022_median,MAY2022_median,JUN2022_median,JUL2022_median,AGO2022_median,SEP2022_median,OCT2022_median,NOV2022_median,DIC2022_median,ENE2023_median,FEB2023_median,MAR2023_median,ABR2023_median,MAY2023_median,JUN2023_median,PROVINCIA
148,1320,Buenos Aires,Lanús,0,0,0,0,0,1,2,3,2,1,0,0,0,0,0,1,3,5,6,5,3,1,1,2,3,4,5,7,8,9,9,9,9,9,7,5,Buenos Aires
149,1321,Buenos Aires,Lomas de Zamora,0,0,0,0,0,1,2,3,2,1,0,0,0,0,0,1,3,5,6,5,3,1,1,2,3,4,5,7,8,9,9,9,9,9,7,5,Buenos Aires
150,1322,Buenos Aires,Avellaneda,0,0,0,0,0,1,2,3,2,1,0,0,0,0,0,1,3,5,6,5,3,1,1,2,3,4,5,7,8,9,9,9,9,9,7,5,Buenos Aires
152,1329,Buenos Aires,La Plata,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,3,5,6,5,3,1,0,1,1,3,4,7,8,8,8,8,9,9,7,5,Buenos Aires
153,1346,Buenos Aires,Pila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,1,1,1,3,5,5,5,6,7,7,5,4,Buenos Aires
154,1369,Entre Rios,Victoria,1,3,5,6,6,6,6,6,5,4,2,3,4,6,6,5,4,4,5,6,5,4,2,2,2,4,6,8,9,9,9,9,8,7,5,4,Entre Rios
155,1370,Entre Rios,Gualeguay,0,1,2,3,3,4,5,6,5,4,2,3,4,6,6,5,4,4,5,6,5,4,2,1,0,2,5,8,9,9,9,9,8,7,5,4,Entre Rios
162,1425,Santa Fe,Constitución,0,1,2,3,3,4,5,6,5,4,2,1,0,0,0,1,3,5,4,4,3,3,1,1,3,5,6,8,9,9,9,9,9,9,7,5,Santa Fe
163,1426,Santa Fe,Rosario,0,1,2,3,3,4,5,6,5,4,2,1,0,0,0,1,3,5,6,6,5,3,1,1,3,5,6,8,9,9,9,9,8,7,5,4,Santa Fe
164,1427,Santa Fe,Iriondo,1,3,5,6,6,6,5,6,5,3,1,0,0,0,0,1,3,5,6,6,5,3,1,1,3,5,6,7,8,9,9,9,8,8,6,5,Santa Fe
165,1431,La Pampa,Caleu Caleu,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,La Pampa
166,1433,La Pampa,Chapaleufú,0,0,1,3,4,5,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,6,6,5,4,3,4,5,6,7,8,La Pampa
167,1434,La Pampa,Rancul,0,0,1,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,6,5,4,3,3,3,3,3,4,La Pampa
168,1435,La Pampa,Lihuel Calel,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,La Pampa
169,1436,La Pampa,Hucal,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Pampa
170,1437,La Pampa,Limay Mahuida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Pampa
171,1438,La Pampa,Guatraché,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,0,0,0,0,La Pampa
172,1439,La Pampa,Maracó,0,0,0,1,3,5,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,4,4,3,4,5,6,7,8,La Pampa
173,1440,La Pampa,Realicó,0,0,1,3,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,6,6,5,4,3,4,5,6,7,8,La Pampa
174,1441,La Pampa,Utracán,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Pampa
175,1442,La Pampa,Toay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,2,1,0,0,La Pampa
176,1443,La Pampa,Capital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,2,3,3,3,3,3,La Pampa
177,1444,La Pampa,Trenel,0,0,1,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,6,5,4,3,4,4,5,5,7,La Pampa
178,1447,La Pampa,Conhelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,4,5,La Pampa
179,1448,La Pampa,Loventué,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,2,3,2,1,0,0,La Pampa
180,1450,Buenos Aires,San Fernando,0,0,0,0,1,3,3,2,0,0,1,3,5,6,6,5,4,4,5,6,5,4,2,2,2,4,5,7,8,9,9,9,9,9,7,5,Buenos Aires
181,1451,Buenos Aires,Tigre,0,0,0,0,1,2,3,3,2,1,0,2,4,6,6,5,4,4,5,6,5,4,2,2,3,4,5,7,8,9,9,9,9,9,7,5,Buenos Aires
182,1456,Buenos Aires,Rivadavia,0,0,0,1,2,3,3,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,4,4,3,4,5,6,7,8,Buenos Aires
183,1463,Santa Fe,General López,0,1,2,3,3,4,5,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,6,7,8,8,9,9,9,9,8,7,Santa Fe
184,1464,Santa Fe,Caseros,0,1,2,3,3,4,5,6,5,3,1,0,0,0,0,1,1,1,0,2,3,3,2,2,4,5,6,7,8,9,9,9,8,8,6,5,Santa Fe
185,1465,Santa Fe,San Lorenzo,0,1,2,3,3,4,5,6,5,3,1,0,0,0,0,1,3,5,6,6,5,3,1,1,3,5,6,7,8,9,9,9,8,8,6,5,Santa Fe
186,1471,La Pampa,Atreucó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,3,3,2,2,2,La Pampa
187,1472,La Pampa,Catriló,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,2,3,3,3,4,5,La Pampa
188,1473,La Pampa,Quemú Quemú,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,4,5,6,6,6,La Pampa
189,1474,La Pampa,Curacó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,La Pampa
190,1477,Santa Fe,Belgrano,1,3,5,6,6,6,6,6,5,3,1,0,0,0,0,1,1,2,1,3,2,2,1,2,4,5,6,7,8,9,9,9,8,8,6,5,Santa Fe
191,1497,Entre Rios,Islas del Ibicuy,1,3,5,6,6,6,6,6,5,4,3,4,5,6,6,5,4,4,5,6,5,4,2,1,0,2,5,8,9,9,9,9,9,8,6,4,Entre Rios
192,1498,Entre Rios,Uruguay,0,0,0,1,2,4,3,4,3,3,1,0,0,0,0,0,1,2,4,4,3,1,0,0,0,0,1,3,5,6,7,8,8,7,5,3,Entre Rios
193,1500,Entre Rios,Gualeguaychú,0,0,1,2,3,4,5,6,5,3,2,1,1,0,0,0,1,2,4,4,3,1,0,0,0,0,2,4,6,6,7,8,8,7,5,4,Entre Rios
194,1535,Córdoba,Unión,1,3,5,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,1,3,3,3,2,2,4,5,6,6,7,8,8,8,7,8,7,7,Córdoba
195,1536,Córdoba,Tercero Arriba,4,5,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,1,3,4,5,5,5,6,6,6,7,7,8,7,7,5,4,3,3,Córdoba
196,1537,Córdoba,Río Cuarto,4,5,6,6,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,6,6,7,7,7,6,6,4,2,0,0,Córdoba
197,1538,Córdoba,Presidente Roque Sáenz Peña,0,2,4,6,5,4,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,4,5,6,6,6,6,6,6,6,6,6,8,Córdoba
198,1539,Córdoba,General Roca,0,1,2,4,4,4,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,4,5,6,6,6,6,6,6,5,5,5,6,Córdoba
199,1543,Córdoba,Juárez Celman,3,5,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,6,6,6,6,6,6,5,4,4,5,Córdoba
200,1547,Córdoba,General San Martín,2,4,6,6,6,5,3,1,0,0,0,0,0,0,0,0,0,1,1,3,4,5,4,3,4,5,6,7,8,9,8,7,6,6,6,6,Córdoba
201,1550,Córdoba,Marcos Juárez,1,3,5,6,6,6,4,3,1,1,0,0,0,0,0,0,0,0,0,2,3,3,2,2,4,5,6,6,7,8,9,9,8,8,7,7,Córdoba
269,1071,Chaco,O'Higgins,2,4,5,6,6,6,6,6,5,3,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,3,5,7,8,9,8,7,6,Chaco
276,1119,Chaco,12 de Octubre,2,4,5,6,6,6,6,6,5,3,1,0,0,0,0,1,1,1,0,1,1,1,1,2,3,3,3,4,5,6,7,8,8,7,5,4,Chaco
277,1120,Formosa,Pilagás,5,6,6,6,5,4,2,1,0,0,0,0,1,2,3,3,3,4,6,8,8,5,3,0,1,3,5,5,3,1,1,3,6,7,6,4,Formosa
278,1121,Formosa,Laishi,4,4,4,5,5,4,2,1,0,0,1,1,2,3,3,3,3,4,6,8,8,6,3,2,1,2,2,1,0,1,2,4,6,7,6,4,Formosa
279,1122,Formosa,Pirané,5,6,6,6,5,4,2,1,0,0,0,0,1,2,3,3,3,4,6,8,9,6,3,0,1,2,2,2,1,2,2,4,6,7,6,4,Formosa
280,1123,Chaco,General Güemes,2,4,5,6,6,6,4,2,0,0,0,1,2,3,3,3,2,2,3,5,5,4,3,3,3,3,3,3,3,4,5,6,6,5,3,1,Chaco
282,1149,Formosa,Patiño,5,6,6,6,6,5,3,1,0,0,0,1,2,3,3,2,1,1,3,6,7,7,6,5,6,6,6,5,3,3,4,6,7,6,3,1,Formosa
284,1156,Chaco,Tapenagá,2,4,5,6,5,4,4,5,5,3,1,0,0,0,0,0,0,0,1,4,6,5,2,0,0,0,0,1,2,4,6,8,9,8,7,6,Chaco
285,1157,Chaco,Quitilipi,2,4,5,6,5,4,4,5,5,3,1,1,2,3,3,3,2,1,0,1,1,1,0,0,0,0,0,0,1,3,5,7,8,8,7,6,Chaco
286,1158,Chaco,Presidencia de la Plaza,2,4,5,6,5,4,4,5,5,3,1,0,0,0,0,0,0,0,0,2,3,3,1,0,0,0,0,0,1,3,5,7,8,8,7,6,Chaco
287,1160,Chaco,Sargento Cabral,2,4,5,6,5,4,2,1,0,0,0,1,2,3,3,3,2,1,1,4,6,6,3,1,0,0,0,0,1,3,5,7,8,8,7,6,Chaco
288,1161,Chaco,Independencia,2,4,5,6,6,6,6,6,5,3,1,1,2,3,3,3,2,1,0,1,1,1,0,0,0,0,0,1,2,4,5,7,8,8,7,6,Chaco
289,1162,Chaco,Mayor Luis J. Fontana,2,3,4,5,5,4,2,3,3,3,1,0,0,0,0,1,1,1,0,3,4,4,1,2,3,3,3,3,3,4,6,8,9,8,7,6,Chaco
290,1163,Chaco,Fray Justo Santa María de Oro,2,3,3,3,3,3,2,2,1,1,0,0,0,0,0,1,1,1,1,2,2,1,1,2,3,3,4,5,6,7,8,9,9,8,7,6,Chaco
297,1183,Chaco,Maipú,2,4,5,6,5,4,4,2,0,0,0,1,2,3,3,3,2,1,1,2,2,1,0,0,0,0,0,1,2,4,5,7,8,8,7,6,Chaco
299,1192,Chaco,Almirante Brown,2,4,5,6,6,6,6,6,5,4,3,3,3,3,3,3,2,2,2,3,2,2,2,3,3,3,3,3,4,5,6,6,6,5,3,1,Chaco
308,1280,Chaco,Chacabuco,2,4,5,6,6,6,6,6,5,3,1,0,0,0,0,1,1,1,0,1,1,1,1,2,3,3,3,3,4,5,7,8,9,8,7,6,Chaco
310,1292,Formosa,Formosa,4,4,4,5,5,4,2,1,0,0,0,0,1,2,3,3,3,4,6,8,9,6,3,1,2,2,2,1,0,0,1,3,6,7,6,4,Formosa
311,1293,Formosa,Pilcomayo,4,4,4,5,5,4,2,1,0,0,0,0,1,2,3,3,3,4,6,8,8,5,2,0,1,2,2,2,2,1,1,3,6,7,6,4,Formosa
312,1295,Chaco,Libertador General San Martín,2,4,5,6,5,4,2,1,0,0,0,1,2,3,3,3,2,2,3,6,7,6,3,1,0,0,0,0,0,1,3,6,8,8,6,4,Chaco
313,1297,Chaco,Bermejo,4,4,4,5,5,4,2,1,0,0,1,2,3,3,3,3,2,2,4,7,8,6,4,2,1,0,0,0,0,1,3,6,8,8,6,4,Chaco
317,1315,Chaco,1° de Mayo,2,4,4,5,5,4,4,5,5,3,1,1,2,2,3,3,2,2,4,7,8,6,3,2,1,0,0,0,0,1,3,6,8,8,6,6,Chaco
318,1316,Chaco,9 de Julio,2,4,5,6,6,6,6,6,5,3,1,0,0,0,0,1,1,1,0,1,1,1,1,2,3,3,3,3,4,5,7,8,9,8,7,6,Chaco
319,1317,Chaco,San Fernando,2,4,4,5,5,4,4,5,5,3,2,1,1,0,0,0,0,1,4,7,8,6,4,2,1,0,0,1,2,4,6,8,9,8,7,6,Chaco
320,1318,Chaco,San Lorenzo,2,4,5,6,6,6,6,6,5,3,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,2,4,6,8,9,8,7,6,Chaco
321,1319,Chaco,2 de Abril,2,3,3,3,3,3,2,3,3,3,1,0,0,0,0,1,1,1,0,1,1,1,1,2,3,3,3,4,5,6,7,8,9,8,6,4,Chaco
322,1323,Chaco,25 de Mayo,2,4,5,6,5,4,4,5,5,3,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,3,5,7,8,8,7,6,Chaco
323,1324,Chaco,Libertad,2,4,5,6,5,4,4,5,5,3,1,0,0,0,0,0,0,1,4,7,8,6,3,1,0,0,0,1,2,4,6,8,9,8,7,6,Chaco
324,1325,Chaco,Comandante Fernández,2,4,5,6,5,4,4,5,5,3,1,1,2,3,3,3,2,1,0,1,1,1,0,0,0,0,0,1,2,4,5,7,8,8,7,6,Chaco
325,1326,Chaco,General Belgrano,2,4,5,6,6,6,6,6,5,3,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,3,5,6,7,8,8,7,6,Chaco
326,1327,Chaco,General Donovan,2,4,5,6,5,4,4,5,5,3,1,0,0,1,2,3,2,1,4,7,8,5,2,0,0,0,0,0,1,3,5,7,8,8,7,6,Chaco
335,1360,Entre Rios,Villaguay,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,1,2,4,4,3,1,0,0,0,0,0,1,2,3,4,6,7,7,5,3,Entre Rios
336,1361,Entre Rios,Federal,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,1,2,3,4,5,4,2,0,0,0,0,0,0,1,2,4,6,7,7,5,4,Entre Rios
337,1362,Entre Rios,San Salvador,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,1,2,3,4,4,3,1,0,0,0,0,0,1,2,3,4,6,7,7,5,3,Entre Rios
338,1363,Entre Rios,Nogoyá,0,0,1,2,3,4,3,3,1,1,0,0,0,0,0,0,1,2,4,4,3,1,0,0,0,1,2,5,7,9,9,9,8,7,5,4,Entre Rios
339,1364,Entre Rios,Tala,0,0,1,2,3,4,3,3,1,1,0,0,0,0,0,0,1,2,4,4,3,1,0,0,0,1,2,4,5,6,7,8,8,7,5,3,Entre Rios
340,1365,Entre Rios,La Paz,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,1,2,4,4,3,1,0,1,2,3,3,3,4,5,6,7,7,7,5,4,Entre Rios
341,1366,Entre Rios,Feliciano,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,2,3,5,7,6,3,0,0,0,0,0,0,1,2,4,6,7,7,5,5,Entre Rios
342,1367,Entre Rios,Paraná,0,0,1,2,3,4,3,2,0,0,0,2,4,6,6,5,4,4,5,6,5,4,2,2,2,3,3,4,5,6,7,8,8,7,5,4,Entre Rios
343,1368,Entre Rios,Diamante,1,3,5,6,6,6,4,3,1,1,0,2,4,6,6,5,4,4,5,6,5,4,2,2,2,4,5,7,8,9,9,9,8,7,5,4,Entre Rios
349,1428,Santa Fe,Las Colonias,0,0,1,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,2,3,2,1,0,1,3,5,6,7,8,9,9,9,8,7,5,4,Santa Fe
350,1429,Santa Fe,San Justo,0,0,1,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,2,3,2,1,0,1,2,3,3,3,4,6,8,9,8,7,5,4,Santa Fe
351,1453,Santa Fe,Castellanos,0,0,1,2,4,4,3,1,0,0,0,0,0,0,1,2,2,2,2,3,2,1,1,2,4,5,6,7,8,9,9,9,8,7,5,4,Santa Fe
352,1454,Santa Fe,San Martín,0,1,2,4,5,6,4,2,0,0,0,0,0,0,0,1,1,2,2,3,2,1,1,2,4,5,6,7,8,9,9,9,8,7,5,4,Santa Fe
355,1462,Santa Fe,General Obligado,0,1,3,5,5,4,2,2,0,0,0,0,0,0,0,0,0,1,3,6,6,5,2,2,2,3,3,3,4,6,8,9,9,8,7,6,Santa Fe
356,1466,Santa Fe,Vera,0,0,1,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,2,5,5,4,1,1,2,3,3,3,4,6,8,9,8,7,6,6,Santa Fe
357,1467,Santa Fe,9 de Julio,0,0,1,2,3,3,2,1,0,0,0,0,0,0,0,1,1,2,2,3,2,1,1,2,3,3,4,4,5,6,8,9,8,7,5,4,Santa Fe
358,1468,Santa Fe,San Cristóbal,0,0,1,2,4,4,3,1,0,0,0,0,0,0,0,1,1,2,2,3,2,1,1,2,3,3,3,4,5,7,9,9,8,7,5,4,Santa Fe
359,1469,Santa Fe,La Capital,0,0,1,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,2,3,2,1,0,1,2,3,3,4,6,8,9,9,8,7,5,4,Santa Fe
360,1470,Santa Fe,San Javier,0,0,1,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,2,5,4,3,1,1,2,3,3,3,4,6,8,9,8,7,5,5,Santa Fe
361,1476,Santa Fe,Garay,3,4,5,6,6,6,4,2,0,0,0,2,4,6,6,5,4,4,5,6,5,4,2,2,2,3,3,4,5,7,8,9,8,7,5,4,Santa Fe
362,1478,Santa Fe,San Jerónimo,0,1,2,3,3,4,3,3,1,1,0,0,0,0,0,1,1,2,2,3,2,1,0,1,3,5,6,7,8,9,9,9,8,7,5,4,Santa Fe
363,1479,Misiones,Capital,0,0,0,1,3,5,5,4,2,2,2,3,3,3,3,2,2,2,5,7,7,4,1,0,0,0,0,0,0,0,1,2,3,2,1,1,Misiones
364,1480,Misiones,San Ignacio,0,0,0,1,3,5,5,4,2,2,2,3,3,3,3,2,2,2,5,7,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Misiones
365,1481,Misiones,Candelaria,0,0,0,1,3,5,5,4,2,2,2,3,3,3,3,2,2,2,5,7,7,4,1,0,0,0,0,0,0,0,1,2,2,1,0,1,Misiones
366,1482,Misiones,Montecarlo,0,0,0,1,3,4,3,2,1,2,2,3,3,3,3,2,2,2,5,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Misiones
367,1483,Misiones,Cainguás,0,0,0,1,3,5,5,4,2,2,2,3,3,3,3,2,2,2,5,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Misiones
368,1484,Misiones,Oberá,0,0,0,1,3,5,5,4,2,2,2,3,3,3,3,2,2,2,5,7,7,4,1,0,0,0,0,0,0,0,1,2,2,1,0,0,Misiones
369,1485,Misiones,25 de Mayo,0,0,0,1,3,5,5,4,2,2,2,3,3,3,3,2,2,2,5,7,6,3,0,0,0,0,0,0,0,0,1,2,2,1,0,0,Misiones
370,1486,Misiones,Leandro N. Alem,0,0,0,1,3,5,5,4,2,2,2,3,3,3,3,2,2,2,5,7,7,4,1,0,0,0,0,0,0,0,1,2,2,1,0,1,Misiones
371,1487,Misiones,San Javier,0,0,0,1,3,5,5,4,2,2,2,3,3,3,3,2,2,2,5,7,6,3,0,0,0,0,0,0,0,0,1,2,2,1,0,1,Misiones
372,1488,Misiones,Concepción,0,0,0,1,3,5,5,4,2,2,2,3,3,3,3,2,2,2,5,7,7,4,1,0,0,0,0,0,0,0,1,2,3,2,1,1,Misiones
373,1489,Misiones,Apóstoles,0,0,0,1,3,5,5,4,2,2,2,3,3,3,3,2,2,2,5,7,7,4,1,0,0,0,0,0,0,0,1,2,3,2,1,1,Misiones
374,1490,Misiones,Guaraní,0,0,0,1,3,4,3,2,1,2,2,3,3,3,3,2,2,2,5,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Misiones
375,1491,Misiones,San Pedro,0,0,0,1,3,4,3,2,2,4,5,6,6,6,6,5,4,4,5,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Misiones
376,1492,Misiones,Iguazú,0,0,0,1,3,4,3,2,2,3,4,5,6,6,6,5,4,4,5,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Misiones
377,1493,Misiones,General Manuel Belgrano,0,0,0,1,3,4,3,2,2,3,4,6,6,6,6,5,4,4,5,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Misiones
378,1494,Misiones,Eldorado,0,0,0,1,3,4,3,2,2,3,3,3,3,3,3,2,2,2,5,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Misiones
379,1495,Misiones,Libertador General San Martín,0,0,0,1,3,5,5,4,2,2,2,3,3,3,3,2,2,2,5,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Misiones
380,1496,Entre Rios,Federación,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,1,2,3,5,7,6,3,0,0,0,0,0,0,1,2,4,6,7,6,4,3,Entre Rios
381,1499,Entre Rios,Colón,0,0,0,1,2,3,2,2,0,0,0,0,0,0,0,0,1,2,4,4,3,1,0,0,0,0,0,1,2,3,4,6,7,7,5,3,Entre Rios
382,1501,Entre Rios,Concordia,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,1,2,3,4,5,4,2,0,0,0,0,0,1,2,3,4,6,7,6,4,3,Entre Rios
383,1502,Corrientes,San Luis del Palmar,4,4,4,5,5,4,3,3,2,1,1,2,3,3,3,3,2,2,4,7,8,6,4,2,1,0,0,0,0,1,3,6,7,6,4,3,Corrientes
384,1503,Corrientes,Mburucuyá,0,1,3,5,5,4,2,1,0,0,1,2,3,3,3,3,2,2,4,7,8,6,3,1,0,0,0,0,0,1,3,6,7,7,5,4,Corrientes
385,1504,Corrientes,Concepción,0,0,1,2,3,3,2,1,0,0,1,2,3,3,3,3,2,2,4,7,8,5,2,0,0,0,0,1,2,4,5,7,7,7,5,4,Corrientes
386,1505,Corrientes,Mercedes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,4,7,8,5,2,0,0,0,1,2,3,4,6,8,8,7,5,4,Corrientes
387,1506,Corrientes,San Roque,0,0,2,4,5,4,2,1,0,0,0,0,0,0,0,1,1,2,4,7,8,5,2,0,0,0,1,2,3,4,6,8,8,7,6,6,Corrientes
388,1507,Corrientes,General Paz,1,1,2,4,5,4,3,3,2,1,1,2,3,3,3,3,2,2,4,7,8,6,3,1,0,0,0,0,0,1,3,6,7,6,4,3,Corrientes
389,1508,Corrientes,Empedrado,2,2,4,5,5,4,3,3,2,1,1,2,3,3,3,3,2,2,4,7,8,6,4,2,1,0,0,1,2,4,5,7,7,7,5,4,Corrientes
390,1509,Corrientes,Saladas,1,1,3,5,5,4,2,1,0,0,1,2,3,3,3,3,2,2,4,7,8,6,3,1,0,0,0,1,2,4,5,7,7,7,6,6,Corrientes
391,1510,Corrientes,Bella Vista,3,4,5,6,5,4,2,1,0,0,0,0,0,0,0,1,1,2,4,7,8,5,2,0,0,0,1,2,4,6,8,9,8,7,6,6,Corrientes
392,1511,Corrientes,Lavalle,0,0,2,4,5,4,2,1,0,0,0,0,0,0,0,1,1,2,4,7,8,5,2,1,2,3,3,3,4,6,8,9,8,7,6,6,Corrientes
393,1512,Corrientes,Goya,0,0,1,2,3,3,2,1,0,0,0,0,0,0,0,1,1,2,4,7,6,4,2,1,2,3,3,3,4,6,8,9,8,7,6,6,Corrientes
394,1513,Corrientes,Esquina,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,6,3,0,1,2,3,3,3,4,6,8,9,8,7,5,5,Corrientes
395,1514,Corrientes,Sauce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,7,4,1,0,0,0,0,0,1,3,6,8,8,7,6,6,Corrientes
396,1515,Corrientes,Curuzú Cuatiá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,7,4,1,0,0,0,1,2,3,5,8,9,8,7,6,6,Corrientes
397,1516,Corrientes,Monte Caseros,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,1,2,3,5,7,7,4,1,0,0,0,0,0,1,3,5,7,7,7,6,6,Corrientes
398,1517,Corrientes,Paso de los Libres,0,0,0,0,1,2,2,1,0,0,0,0,0,1,2,3,3,3,5,7,7,4,1,0,0,0,1,2,3,4,5,7,7,6,4,3,Corrientes
399,1518,Corrientes,San Martín,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,5,7,7,4,1,0,0,0,0,0,0,1,3,6,7,6,4,3,Corrientes
400,1519,Corrientes,General Alvear,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,5,7,7,4,1,0,0,0,0,0,0,1,3,6,7,6,4,3,Corrientes
401,1520,Corrientes,Santo Tomé,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,2,2,2,5,7,8,5,2,0,0,0,0,0,0,1,3,6,7,6,3,2,Corrientes
402,1521,Corrientes,San Miguel,0,0,1,3,4,4,2,1,0,0,1,2,3,3,3,3,2,2,4,7,8,5,2,1,0,0,0,0,0,1,3,6,7,6,4,3,Corrientes
403,1522,Corrientes,Ituzaingó,0,0,1,1,3,4,3,2,1,1,1,2,3,3,3,3,2,2,5,7,8,5,2,0,0,0,0,0,0,1,3,6,7,6,4,3,Corrientes
404,1523,Corrientes,Berón de Astrada,3,2,2,3,4,4,3,3,2,1,1,2,3,3,3,3,2,2,4,7,8,6,3,1,0,0,0,0,0,1,3,6,7,6,4,3,Corrientes
405,1524,Corrientes,Itatí,4,3,3,4,5,4,3,3,2,1,1,2,3,3,3,3,2,2,4,6,5,4,3,2,1,0,0,0,0,1,3,6,7,6,4,3,Corrientes
406,1525,Corrientes,San Cosme,4,4,4,5,5,4,3,3,2,1,1,2,3,3,3,3,2,2,4,7,8,6,4,2,1,0,0,1,2,3,4,6,7,6,4,3,Corrientes
